Date,% Higher,% Same,% Lower,Net,Index,% Reporting
1986-01-01,14.0,72.0,14.0,0.0,48.4,
1985-12-01,8.0,80.0,12.0,-4.0,48.7,
1985-11-01,2.0,85.0,13.0,-11.0,45.7,
1985-10-01,8.0,76.0,16.0,-8.0,46.4,
1985-09-01,7.0,74.0,19.0,-12.0,44.3,
1985-08-01,5.0,75.0,20.0,-15.0,44.0,
1985-07-01,10.0,71.0,19.0,-9.0,45.6,
1985-06-01,9.0,68.0,23.0,-14.0,42.4,
1985-05-01,11.0,76.0,13.0,-2.0,48.7,
1985-04-01,7.0,79.0,14.0,-7.0,44.1,
1985-03-01,10.0,74.0,16.0,-6.0,46.2,
1985-02-01,7.0,75.0,18.0,-11.0,44.8,
1985-01-01,13.0,66.0,21.0,-8.0,47.6,
1984-12-01,12.0,75.0,13.0,-1.0,50.7,
1984-11-01,15.0,76.0,9.0,6.0,55.0,
1984-10-01,15.0,72.0,13.0,2.0,51.7,
1984-09-01,19.0,69.0,12.0,7.0,53.4,
1984-08-01,19.0,76.0,5.0,14.0,58.7,
1984-07-01,31.0,61.0,8.0,23.0,61.3,
1984-06-01,31.0,64.0,5.0,26.0,64.0,
1984-05-01,33.0,64.0,3.0,30.0,62.5,
1984-04-01,55.0,41.0,4.0,51.0,71.9,
1984-03-01,50.0,49.0,1.0,49.0,73.6,
1984-02-01,43.0,54.0,3.0,40.0,71.1,
1984-01-01,38.0,56.0,6.0,32.0,64.4,
1983-12-01,41.0,57.0,2.0,39.0,71.4,
1983-11-01,36.0,60.0,4.0,32.0,68.1,
1983-10-01,42.0,53.0,5.0,37.0,69.3,
1983-09-01,41.0,55.0,4.0,37.0,68.0,
1983-08-01,39.0,57.0,4.0,35.0,69.4,
1983-07-01,33.0,61.0,6.0,27.0,63.2,
1983-06-01,28.0,65.0,7.0,21.0,61.5,
1983-05-01,28.0,68.0,4.0,24.0,60.3,
1983-04-01,25.0,66.0,9.0,16.0,55.6,
1983-03-01,14.0,69.0,17.0,-3.0,47.9,
1983-02-01,13.0,70.0,17.0,-4.0,48.7,
1983-01-01,13.0,64.0,23.0,-10.0,43.7,
1982-12-01,5.0,66.0,29.0,-24.0,39.1,
1982-11-01,4.0,65.0,31.0,-27.0,37.3,
1982-10-01,6.0,69.0,25.0,-19.0,41.0,
1982-09-01,8.0,67.0,25.0,-17.0,41.2,
1982-08-01,5.0,66.0,29.0,-24.0,39.2,
1982-07-01,10.0,62.0,28.0,-18.0,40.8,
1982-06-01,8.0,62.0,30.0,-22.0,39.6,
1982-05-01,10.0,64.0,26.0,-16.0,41.4,
1982-04-01,8.0,58.0,34.0,-26.0,35.7,
1982-03-01,5.0,62.0,33.0,-28.0,35.4,
1982-02-01,13.0,64.0,23.0,-10.0,45.3,
1982-01-01,25.0,51.0,24.0,1.0,48.8,
1981-12-01,19.0,68.0,13.0,6.0,54.7,
1981-11-01,25.0,65.0,10.0,15.0,58.4,
1981-10-01,27.0,60.0,13.0,14.0,57.5,
1981-09-01,41.0,50.0,9.0,32.0,65.8,
1981-08-01,33.0,60.0,7.0,26.0,65.6,
1981-07-01,44.0,46.0,10.0,34.0,66.9,
1981-06-01,46.0,48.0,6.0,40.0,70.8,
1981-05-01,43.0,47.0,10.0,33.0,66.2,
1981-04-01,52.0,41.0,7.0,45.0,70.2,
1981-03-01,55.0,39.0,6.0,49.0,72.6,
1981-02-01,50.0,43.0,7.0,43.0,70.9,
1981-01-01,54.0,41.0,5.0,49.0,76.3,
1980-12-01,54.0,37.0,9.0,45.0,74.6,
1980-11-01,54.0,43.0,3.0,51.0,76.7,
1980-10-01,50.0,48.0,2.0,48.0,75.2,
1980-09-01,39.0,57.0,4.0,35.0,68.0,
1980-08-01,38.0,52.0,10.0,28.0,67.0,
1980-07-01,37.0,44.0,19.0,18.0,59.3,
1980-06-01,35.0,56.0,9.0,26.0,63.4,
1980-05-01,52.0,38.0,10.0,42.0,70.8,
1980-04-01,67.0,26.0,7.0,60.0,77.5,
1980-03-01,79.0,16.0,5.0,74.0,84.0,
1980-02-01,76.0,20.0,4.0,72.0,84.5,
1980-01-01,76.0,22.0,2.0,74.0,83.0,
1979-12-01,66.0,33.0,1.0,65.0,84.4,
1979-11-01,75.0,24.0,1.0,74.0,89.2,
1979-10-01,69.0,28.0,3.0,66.0,85.6,
1979-09-01,69.0,28.0,3.0,66.0,85.0,
1979-08-01,69.0,26.0,5.0,64.0,85.6,
1979-07-01,85.0,14.0,1.0,84.0,93.1,
1979-06-01,79.0,20.0,1.0,78.0,88.7,
1979-05-01,76.0,23.0,1.0,75.0,86.9,
1979-04-01,79.0,21.0,0.0,79.0,86.3,
1979-03-01,84.0,15.0,1.0,83.0,87.7,
1979-02-01,78.0,21.0,1.0,77.0,86.5,
1979-01-01,79.0,21.0,0.0,79.0,85.8,
1978-12-01,66.0,34.0,0.0,66.0,84.5,
1978-11-01,63.0,36.0,1.0,62.0,84.1,
1978-10-01,69.0,30.0,1.0,68.0,86.8,
1978-09-01,69.0,30.0,1.0,68.0,86.8,
1978-08-01,67.0,32.0,1.0,66.0,85.4,
1978-07-01,66.0,31.0,3.0,63.0,83.0,
1978-06-01,69.0,29.0,2.0,67.0,82.3,
1978-05-01,67.0,32.0,1.0,66.0,81.8,
1978-04-01,64.0,35.0,1.0,63.0,78.7,
1978-03-01,52.0,46.0,2.0,50.0,72.3,
1978-02-01,54.0,44.0,2.0,52.0,74.4,
1978-01-01,48.0,51.0,1.0,47.0,71.1,
1977-12-01,37.0,59.0,4.0,33.0,67.2,
1977-11-01,25.0,68.0,7.0,18.0,62.0,
1977-10-01,30.0,65.0,5.0,25.0,64.5,
1977-09-01,37.0,53.0,10.0,27.0,65.4,
1977-08-01,46.0,47.0,7.0,39.0,70.4,
1977-07-01,47.0,41.0,12.0,35.0,69.0,
1977-06-01,57.0,33.0,10.0,47.0,71.9,
1977-05-01,57.0,41.0,2.0,55.0,75.7,
1977-04-01,64.0,34.0,2.0,62.0,78.8,
1977-03-01,66.0,33.0,1.0,65.0,80.9,
1977-02-01,57.0,42.0,1.0,56.0,76.8,
1977-01-01,61.0,38.0,1.0,60.0,78.4,
1976-12-01,55.0,41.0,4.0,51.0,75.8,
1976-11-01,37.0,59.0,4.0,33.0,69.7,
1976-10-01,42.0,47.0,11.0,31.0,67.1,
1976-09-01,45.0,49.0,6.0,39.0,70.6,
1976-08-01,54.0,38.0,8.0,46.0,73.3,
1976-07-01,65.0,34.0,1.0,64.0,84.2,
1976-06-01,65.0,33.0,2.0,63.0,80.1,
1976-05-01,61.0,38.0,1.0,60.0,78.0,
1976-04-01,56.0,43.0,1.0,55.0,75.9,
1976-03-01,54.0,44.0,3.0,51.0,74.3,
1976-02-01,51.0,47.0,2.0,49.0,73.2,
1976-01-01,46.0,50.0,4.0,42.0,70.2,
1975-12-01,38.0,53.0,9.0,29.0,64.4,
1975-11-01,42.0,52.0,6.0,36.0,70.8,
1975-10-01,52.0,44.0,4.0,48.0,75.3,
1975-09-01,48.0,50.0,2.0,46.0,73.6,
1975-08-01,41.0,55.0,4.0,37.0,68.8,
1975-07-01,22.0,59.0,19.0,3.0,53.0,
1975-06-01,13.0,63.0,24.0,-11.0,44.0,
1975-05-01,14.0,65.0,21.0,-7.0,45.4,
1975-04-01,11.0,65.0,24.0,-13.0,42.6,
1975-03-01,12.0,63.0,25.0,-13.0,42.7,
1975-02-01,23.0,53.0,24.0,-1.0,48.8,
1975-01-01,30.0,49.0,21.0,9.0,54.1,
1974-12-01,43.0,43.0,14.0,29.0,64.7,
1974-11-01,49.0,39.0,12.0,37.0,71.0,
1974-10-01,61.0,27.0,12.0,49.0,75.7,
1974-09-01,68.0,25.0,7.0,61.0,81.0,
1974-08-01,72.0,26.0,2.0,70.0,86.1,
1974-07-01,80.0,16.0,4.0,76.0,90.4,
1974-06-01,82.0,14.0,4.0,78.0,88.6,
1974-05-01,91.0,7.0,2.0,89.0,92.3,
1974-04-01,93.0,6.0,1.0,92.0,93.5,
1974-03-01,95.0,4.0,1.0,94.0,94.0,
1974-02-01,92.0,7.0,1.0,91.0,93.6,
1974-01-01,93.0,6.0,1.0,92.0,95.3,
1973-12-01,87.0,12.0,1.0,86.0,94.2,
1973-11-01,89.0,10.0,1.0,88.0,97.6,
1973-10-01,83.0,16.0,1.0,82.0,92.9,
1973-09-01,84.0,15.0,1.0,83.0,92.1,
1973-08-01,69.0,30.0,1.0,68.0,86.1,
1973-07-01,39.0,58.0,3.0,36.0,69.6,
1973-06-01,77.0,21.0,2.0,75.0,87.6,
1973-05-01,84.0,15.0,1.0,83.0,89.3,
1973-04-01,84.0,16.0,0.0,84.0,88.3,
1973-03-01,88.0,12.0,0.0,88.0,90.0,
1973-02-01,80.0,20.0,0.0,80.0,87.8,
1973-01-01,69.0,30.0,1.0,68.0,82.9,
1972-12-01,52.0,48.0,0.0,52.0,78.0,
1972-11-01,43.0,56.0,1.0,42.0,74.5,
1972-10-01,41.0,58.0,1.0,40.0,72.0,
1972-09-01,37.0,61.0,2.0,35.0,67.8,
1972-08-01,37.0,62.0,1.0,36.0,70.1,
1972-07-01,42.0,54.0,4.0,38.0,70.6,
1972-06-01,42.0,56.0,2.0,40.0,70.2,
1972-05-01,48.0,50.0,2.0,46.0,71.4,
1972-04-01,57.0,41.0,2.0,55.0,73.4,
1972-03-01,59.0,38.0,3.0,56.0,73.9,
1972-02-01,55.0,42.0,3.0,52.0,74.1,
1972-01-01,65.0,32.0,3.0,62.0,79.3,
1971-12-01,33.0,60.0,7.0,26.0,65.1,
1971-11-01,4.0,93.0,3.0,1.0,53.9,
1971-10-01,2.0,96.0,2.0,0.0,51.7,
1971-09-01,7.0,91.0,2.0,5.0,52.3,
1971-08-01,43.0,55.0,2.0,41.0,72.4,
1971-07-01,44.0,53.0,3.0,41.0,72.6,
1971-06-01,57.0,42.0,1.0,56.0,78.1,
1971-05-01,47.0,51.0,2.0,45.0,71.6,
1971-04-01,53.0,44.0,3.0,50.0,70.8,
1971-03-01,45.0,52.0,3.0,42.0,67.0,
1971-02-01,36.0,60.0,4.0,32.0,64.6,
1971-01-01,44.0,46.0,10.0,34.0,65.1,
1970-12-01,31.0,63.0,6.0,25.0,64.5,
1970-11-01,33.0,60.0,7.0,26.0,68.1,
1970-10-01,42.0,48.0,10.0,32.0,67.8,
1970-09-01,49.0,46.0,5.0,44.0,70.6,
1970-08-01,44.0,47.0,9.0,35.0,68.6,
1970-07-01,44.0,51.0,5.0,39.0,72.4,
1970-06-01,51.0,45.0,4.0,47.0,73.8,
1970-05-01,59.0,38.0,3.0,56.0,78.3,
1970-04-01,60.0,38.0,2.0,58.0,75.1,
1970-03-01,47.0,49.0,4.0,43.0,67.8,
1970-02-01,54.0,44.0,2.0,52.0,74.5,
1970-01-01,69.0,29.0,2.0,67.0,80.6,
1969-12-01,62.0,37.0,1.0,61.0,82.2,
1969-11-01,53.0,45.0,2.0,51.0,81.8,
1969-10-01,69.0,30.0,1.0,68.0,85.3,
1969-09-01,76.0,21.0,3.0,73.0,83.2,
1969-08-01,69.0,30.0,1.0,68.0,84.4,
1969-07-01,57.0,39.0,4.0,53.0,80.9,
1969-06-01,64.0,32.0,4.0,60.0,80.9,
1969-05-01,58.0,39.0,3.0,55.0,79.3,
1969-04-01,66.0,32.0,2.0,64.0,78.8,
1969-03-01,67.0,32.0,1.0,66.0,79.4,
1969-02-01,63.0,36.0,1.0,62.0,79.6,
1969-01-01,62.0,37.0,1.0,61.0,77.1,
1968-12-01,53.0,46.0,1.0,52.0,76.8,
1968-11-01,34.0,61.0,5.0,29.0,69.5,
1968-10-01,45.0,51.0,4.0,41.0,70.8,
1968-09-01,55.0,43.0,2.0,53.0,72.4,
1968-08-01,52.0,45.0,3.0,49.0,74.3,
1968-07-01,28.0,69.0,3.0,25.0,67.1,
1968-06-01,39.0,60.0,1.0,38.0,70.4,
1968-05-01,39.0,55.0,6.0,33.0,69.2,
1968-04-01,51.0,45.0,4.0,47.0,71.5,
1968-03-01,60.0,38.0,2.0,58.0,76.1,
1968-02-01,58.0,40.0,2.0,56.0,76.3,
1968-01-01,66.0,32.0,2.0,64.0,78.0,
1967-12-01,62.0,35.0,3.0,59.0,79.6,
1967-11-01,58.0,40.0,2.0,56.0,83.8,
1967-10-01,60.0,38.0,2.0,58.0,78.7,
1967-09-01,62.0,36.0,2.0,60.0,75.2,
1967-08-01,40.0,56.0,4.0,36.0,67.5,
1967-07-01,23.0,72.0,5.0,18.0,63.9,
1967-06-01,19.0,76.0,5.0,14.0,58.4,
1967-05-01,15.0,77.0,8.0,7.0,56.1,
1967-04-01,20.0,75.0,5.0,15.0,56.3,
1967-03-01,20.0,72.0,8.0,12.0,54.0,
1967-02-01,33.0,61.0,6.0,27.0,61.8,
1967-01-01,57.0,40.0,3.0,54.0,72.9,
1966-12-01,38.0,61.0,1.0,37.0,67.6,
1966-11-01,53.0,42.0,5.0,48.0,71.9,
1966-10-01,46.0,50.0,4.0,42.0,70.3,
1966-09-01,56.0,41.0,3.0,53.0,73.7,
1966-08-01,61.0,36.0,3.0,58.0,79.5,
1966-07-01,50.0,48.0,2.0,48.0,79.7,
1966-06-01,55.0,44.0,1.0,54.0,81.5,
1966-05-01,58.0,41.0,1.0,57.0,83.3,
1966-04-01,70.0,29.0,1.0,69.0,83.9,
1966-03-01,76.0,24.0,0.0,76.0,85.7,
1966-02-01,62.0,37.0,1.0,61.0,80.9,
1966-01-01,63.0,36.0,1.0,62.0,75.9,
1965-12-01,39.0,58.0,3.0,36.0,67.0,
1965-11-01,49.0,50.0,1.0,48.0,70.6,
1965-10-01,41.0,56.0,3.0,38.0,68.6,
1965-09-01,37.0,62.0,1.0,36.0,66.3,
1965-08-01,39.0,60.0,1.0,38.0,70.5,
1965-07-01,37.0,60.0,3.0,34.0,71.8,
1965-06-01,38.0,61.0,1.0,37.0,73.2,
1965-05-01,36.0,62.0,2.0,34.0,70.0,
1965-04-01,41.0,58.0,1.0,40.0,68.7,
1965-03-01,35.0,63.0,2.0,33.0,64.5,
1965-02-01,33.0,62.0,5.0,28.0,64.8,
1965-01-01,53.0,45.0,2.0,51.0,70.7,
1964-12-01,42.0,57.0,1.0,41.0,69.6,
1964-11-01,48.0,48.0,4.0,44.0,68.5,
1964-10-01,41.0,56.0,3.0,38.0,68.8,
1964-09-01,34.0,64.0,2.0,32.0,64.8,
1964-08-01,23.0,73.0,4.0,19.0,61.7,
1964-07-01,20.0,74.0,6.0,14.0,60.9,
1964-06-01,18.0,74.0,8.0,10.0,58.9,
1964-05-01,26.0,66.0,8.0,18.0,60.3,
1964-04-01,40.0,55.0,5.0,35.0,65.4,
1964-03-01,29.0,67.0,4.0,25.0,60.6,
1964-02-01,21.0,76.0,3.0,18.0,60.1,
1964-01-01,30.0,68.0,2.0,28.0,60.0,
1963-12-01,32.0,66.0,2.0,30.0,64.4,
1963-11-01,40.0,58.0,2.0,38.0,66.2,
1963-10-01,56.0,41.0,3.0,53.0,76.9,
1963-09-01,24.0,70.0,6.0,18.0,57.8,
1963-08-01,22.0,71.0,7.0,15.0,59.8,
1963-07-01,19.0,76.0,5.0,14.0,61.0,
1963-06-01,15.0,79.0,6.0,9.0,58.7,
1963-05-01,38.0,58.0,4.0,34.0,67.1,
1963-04-01,21.0,73.0,6.0,15.0,55.0,
1963-03-01,7.0,84.0,9.0,-2.0,47.5,
1963-02-01,7.0,87.0,6.0,1.0,51.7,
1963-01-01,11.0,81.0,8.0,3.0,48.5,
1962-12-01,6.0,83.0,11.0,-5.0,47.3,
1962-11-01,9.0,79.0,12.0,-3.0,47.1,
1962-10-01,5.0,77.0,18.0,-13.0,43.9,
1962-09-01,4.0,86.0,10.0,-6.0,45.4,
1962-08-01,3.0,86.0,11.0,-8.0,47.7,
1962-07-01,6.0,84.0,10.0,-4.0,51.6,
1962-06-01,6.0,84.0,10.0,-4.0,51.7,
1962-05-01,9.0,87.0,4.0,5.0,52.0,
1962-04-01,18.0,76.0,6.0,12.0,53.6,
1962-03-01,23.0,71.0,6.0,17.0,56.8,
1962-02-01,17.0,73.0,10.0,7.0,54.7,
1962-01-01,23.0,74.0,3.0,20.0,57.1,
1961-12-01,19.0,74.0,7.0,12.0,56.3,
1961-11-01,16.0,74.0,10.0,6.0,51.9,
1961-10-01,19.0,72.0,9.0,10.0,55.5,
1961-09-01,20.0,74.0,6.0,14.0,53.9,
1961-08-01,10.0,83.0,7.0,3.0,52.2,
1961-07-01,9.0,76.0,15.0,-6.0,50.9,
1961-06-01,8.0,77.0,15.0,-7.0,50.0,
1961-05-01,17.0,77.0,6.0,11.0,55.0,
1961-04-01,14.0,79.0,7.0,7.0,51.8,
1961-03-01,13.0,77.0,10.0,3.0,50.2,
1961-02-01,9.0,80.0,11.0,-2.0,50.3,
1961-01-01,12.0,78.0,10.0,2.0,49.1,
1960-12-01,6.0,80.0,14.0,-8.0,46.6,
1960-11-01,7.0,81.0,12.0,-5.0,46.9,
1960-10-01,4.0,82.0,14.0,-10.0,45.0,
1960-09-01,11.0,83.0,6.0,5.0,48.4,
1960-08-01,11.0,81.0,8.0,3.0,50.6,
1960-07-01,5.0,82.0,13.0,-8.0,49.9,
1960-06-01,11.0,76.0,13.0,-2.0,52.6,
1960-05-01,19.0,76.0,5.0,14.0,57.0,
1960-04-01,26.0,70.0,4.0,22.0,60.4,
1960-03-01,23.0,70.0,7.0,16.0,57.3,
1960-02-01,24.0,70.0,6.0,18.0,60.9,
1960-01-01,34.0,63.0,3.0,31.0,63.8,
1959-12-01,29.0,67.0,4.0,25.0,63.6,
1959-11-01,36.0,59.0,5.0,31.0,65.1,
1959-10-01,30.0,68.0,2.0,28.0,63.1,
1959-09-01,39.0,59.0,2.0,37.0,61.6,
1959-08-01,23.0,76.0,1.0,22.0,57.6,
1959-07-01,25.0,68.0,7.0,18.0,63.9,
1959-06-01,32.0,65.0,3.0,29.0,69.5,
1959-05-01,30.0,68.0,2.0,28.0,65.1,
1959-04-01,28.0,70.0,2.0,26.0,63.6,
1959-03-01,39.0,59.0,2.0,37.0,68.9,
1959-02-01,31.0,66.0,3.0,28.0,66.6,
1959-01-01,28.0,64.0,8.0,20.0,59.1,
1958-12-01,27.0,70.0,3.0,24.0,63.2,
1958-11-01,34.0,64.0,2.0,32.0,66.3,
1958-10-01,54.0,43.0,3.0,51.0,73.3,
1958-09-01,48.0,46.0,6.0,42.0,62.6,
1958-08-01,44.0,54.0,2.0,42.0,65.2,
1958-07-01,4.0,90.0,6.0,-2.0,52.3,
1958-06-01,5.0,82.0,13.0,-8.0,49.6,
1958-05-01,9.0,71.0,20.0,-11.0,45.8,
1958-04-01,6.0,71.0,23.0,-17.0,42.5,
1958-03-01,7.0,79.0,14.0,-7.0,47.6,
1958-02-01,10.0,69.0,21.0,-11.0,46.5,
1958-01-01,11.0,80.0,9.0,2.0,50.8,
1957-12-01,14.0,80.0,6.0,8.0,55.5,
1957-11-01,17.0,74.0,9.0,8.0,54.8,
1957-10-01,31.0,64.0,5.0,26.0,60.5,
1957-09-01,51.0,42.0,7.0,44.0,63.0,
1957-08-01,,,,,65.7,
1957-07-01,57.0,37.0,6.0,51.0,78.7,
1957-06-01,22.0,73.0,5.0,17.0,62.9,
1957-05-01,19.0,72.0,9.0,10.0,57.4,
1957-04-01,25.0,66.0,9.0,16.0,59.2,
1957-03-01,38.0,50.0,12.0,26.0,65.3,
1957-02-01,53.0,39.0,8.0,45.0,76.9,
1957-01-01,73.0,27.0,0.0,73.0,87.1,
1956-12-01,55.0,43.0,2.0,53.0,78.9,
1956-11-01,57.0,41.0,2.0,55.0,80.1,
1956-10-01,67.0,29.0,4.0,63.0,78.1,
1956-09-01,84.0,13.0,3.0,81.0,79.5,
1956-08-01,,,,,76.3,
1956-07-01,79.0,16.0,5.0,74.0,74.7,
1956-06-01,33.0,57.0,10.0,23.0,65.7,
1956-05-01,61.0,34.0,5.0,56.0,81.7,
1956-04-01,76.0,21.0,3.0,73.0,87.5,
1956-03-01,68.0,31.0,1.0,67.0,87.7,
1956-02-01,58.0,39.0,3.0,55.0,83.5,
1956-01-01,63.0,37.0,0.0,63.0,82.7,
1955-12-01,57.0,40.0,3.0,54.0,80.0,
1955-11-01,53.0,42.0,5.0,48.0,77.3,
1955-10-01,72.0,24.0,4.0,68.0,80.5,
1955-09-01,86.0,14.0,0.0,86.0,82.2,
1955-08-01,,,,,79.5,
1955-07-01,85.0,14.0,1.0,84.0,80.4,
1955-06-01,44.0,55.0,1.0,43.0,75.9,
1955-05-01,54.0,45.0,1.0,53.0,81.0,
1955-04-01,54.0,42.0,4.0,50.0,75.2,
1955-03-01,36.0,59.0,5.0,31.0,69.8,
1955-02-01,51.0,48.0,1.0,50.0,82.0,
1955-01-01,32.0,67.0,1.0,31.0,66.7,
1954-12-01,19.0,76.0,5.0,14.0,59.1,
1954-11-01,14.0,83.0,3.0,11.0,57.8,
1954-10-01,24.0,73.0,3.0,21.0,57.6,
1954-09-01,20.0,79.0,1.0,19.0,53.0,
1954-08-01,,,,,41.7,
1954-07-01,33.0,60.0,7.0,26.0,53.8,
1954-06-01,9.0,81.0,10.0,-1.0,52.5,
1954-05-01,4.0,77.0,19.0,-15.0,45.6,
1954-04-01,11.0,76.0,13.0,-2.0,49.7,
1954-03-01,8.0,70.0,22.0,-14.0,46.6,
1954-02-01,3.0,70.0,27.0,-24.0,41.6,
1954-01-01,5.0,70.0,25.0,-20.0,40.5,
1953-12-01,8.0,77.0,15.0,-7.0,47.7,
1953-11-01,6.0,80.0,14.0,-8.0,47.0,
1953-10-01,11.0,74.0,15.0,-4.0,45.1,
1953-09-01,18.0,62.0,20.0,-2.0,43.8,
1953-08-01,,,,,55.8,
1953-07-01,38.0,53.0,9.0,29.0,62.0,
1953-06-01,38.0,55.0,7.0,31.0,69.7,
1953-05-01,41.0,49.0,10.0,31.0,72.3,
1953-04-01,43.0,46.0,11.0,32.0,69.3,
1953-03-01,42.0,49.0,9.0,33.0,73.3,
1953-02-01,14.0,72.0,14.0,0.0,54.5,
1953-01-01,9.0,73.0,18.0,-9.0,45.1,
1952-12-01,8.0,80.0,12.0,-4.0,48.2,
1952-11-01,11.0,79.0,10.0,1.0,49.7,
1952-10-01,28.0,61.0,11.0,17.0,54.1,
1952-09-01,36.0,58.0,6.0,30.0,57.9,
1952-08-01,,,,,54.7,
1952-07-01,34.0,58.0,8.0,26.0,60.1,
1952-06-01,3.0,69.0,28.0,-25.0,40.4,
1952-05-01,3.0,62.0,35.0,-32.0,38.8,
1952-04-01,2.0,73.0,25.0,-23.0,42.6,
1952-03-01,1.0,77.0,22.0,-21.0,44.7,
1952-02-01,11.0,75.0,14.0,-3.0,52.7,
1952-01-01,17.0,74.0,9.0,8.0,51.8,
1951-12-01,19.0,77.0,4.0,15.0,56.6,
1951-11-01,21.0,75.0,4.0,17.0,55.6,
1951-10-01,23.0,73.0,4.0,19.0,54.4,
1951-09-01,14.0,76.0,10.0,4.0,45.7,
1951-08-01,,,,,43.2,
1951-07-01,15.0,70.0,15.0,0.0,46.4,
1951-06-01,10.0,75.0,15.0,-5.0,52.1,
1951-05-01,15.0,76.0,9.0,6.0,63.6,
1951-04-01,20.0,77.0,3.0,17.0,68.5,
1951-03-01,33.0,66.0,1.0,32.0,76.6,
1951-02-01,60.0,39.0,1.0,59.0,86.5,
1951-01-01,85.0,15.0,0.0,85.0,85.1,
1950-12-01,90.0,9.0,1.0,89.0,91.1,
1950-11-01,85.0,15.0,0.0,85.0,85.1,
1950-10-01,90.0,7.0,3.0,87.0,84.8,
1950-09-01,95.0,4.0,1.0,94.0,84.4,
1950-08-01,97.0,3.0,0.0,97.0,84.8,
1950-07-01,89.0,11.0,0.0,89.0,90.7,
1950-06-01,82.0,18.0,0.0,82.0,100.0,
1950-05-01,57.0,43.0,0.0,57.0,98.2,
1950-04-01,33.0,65.0,2.0,31.0,80.2,
1950-03-01,35.0,60.0,5.0,30.0,77.0,
1950-02-01,33.0,63.0,4.0,29.0,70.9,
1950-01-01,46.0,49.0,5.0,41.0,62.4,
1949-12-01,13.0,79.0,8.0,5.0,49.9,
1949-11-01,20.0,73.0,7.0,13.0,51.1,
1949-10-01,9.0,75.0,16.0,-7.0,42.1,
1949-09-01,18.0,74.0,8.0,10.0,47.5,
1949-08-01,18.0,64.0,18.0,0.0,42.7,
1949-07-01,8.0,44.0,48.0,-40.0,28.8,
1949-06-01,2.0,19.0,79.0,-77.0,10.6,
1949-05-01,3.0,25.0,72.0,-69.0,20.1,
1949-04-01,0.0,22.0,78.0,-78.0,13.8,
1949-03-01,3.0,47.0,50.0,-47.0,31.8,
1949-02-01,5.0,46.0,49.0,-44.0,31.3,
1949-01-01,14.0,64.0,22.0,-8.0,39.6,
1948-12-01,14.0,73.0,13.0,1.0,47.5,
1948-11-01,21.0,72.0,7.0,14.0,51.0,
1948-10-01,34.0,57.0,9.0,25.0,56.6,
1948-09-01,58.0,37.0,5.0,53.0,66.0,
1948-08-01,,,,,77.0,
1948-07-01,85.0,11.0,4.0,81.0,77.3,
1948-06-01,45.0,51.0,4.0,41.0,78.5,
1948-05-01,17.0,74.0,9.0,8.0,70.8,
1948-04-01,22.0,75.0,3.0,19.0,75.8,
1948-03-01,25.0,65.0,10.0,15.0,69.3,
1948-02-01,28.0,45.0,17.0,11.0,62.7,
1948-01-01,71.0,28.0,1.0,70.0,72.2,
